course_id,title,level,length,timeslot,group,description,exam_type,pass_pct,median,mean
NFYK20002U - SCIENCE,Applied Machine Learning,Master,ECTS: 7.5,Block(s): 4,Group(s): C,The course will give the student an introduction to and a basic knowledge of Machine Learning (ML) and its use in various parts of data analysis. The focus will be on application through examples and ...,"Assignment
Continuous Assesment",Pass 94.37%,Median 10,Average 8.94
NBIB14015U - SCIENCE,Applied Marine Biology (Marin),Bachelor,ECTS: 7.5,Block(s): 1,Group(s): B,"The course aims at linking knowledge on marine environment and organisms with applied cases, where such knowledge is required (e.g. climate change, eutrophication, pollution). The course will be based...",Oral (20m),Pass 97.62%,Median 7,Average 8.05
LBIK10180U - SCIENCE,Applied Microbiology,Master,ECTS: 7.5,Block(s): 2,Group(s): A,"Microorganisms play vital roles in the environment including cycling of nutrients, causing and preventing diseases in other organisms, and a host of other essential functions. We can therefore use mic...",Oral (30m),Pass 100%,Median 10,Average 9.24
NDAK14007U - SCIENCE,Applied Programming (APP),Master,ECTS: 7.5,Block(s): 4,Group(s): C,"The purpose of the course is to introduce the programming language C/C++, key programming concepts in a scientific context, and guidelines for documentation. The course will enable the student to deve...",Continuous Assesment,Pass 97.18%,Median N/A,Average N/A
NMAK14003U - SCIENCE,Applied Statistics (AppStat),Master,ECTS: 7.5,Block(s): 2,Group(s): C,Each student carries out a statistical project (in a group) related to an experiment or a numerical investigation preferably delivered by one of the students in the group. A report is written in journ...,"Assignment
Oral (30m)",Pass 100%,Median N/A,Average N/A
NFYK13011U - SCIENCE,Applied Statistics: From Data to Results,Master,ECTS: 7.5,Block(s): 2,Group(s): B,"The course will give the student an introduction to and a basic knowledge of statistics and data analysis. The focus will be on the application of statistics and thus proofs are omitted, while example...","Continuous Assesment
Assignment (36h)",Pass 97.87%,Median 10,Average 8.41
NIFK23007U - SCIENCE,Applied Trade and Climate Policy Models,Master,ECTS: 7.5,Block(s): 2,Group(s): B,"Students in the MSc programs in agricultural economics, environmental and resource economics, and related fields frequently encounter challenges in identifying and applying appropriate computational m...","Assignment
Oral (25m)",Pass 100%,Median 7,Average 7.42
NDAK16001U - SCIENCE,Approximation Algorithms (APX),Master,ECTS: 7.5,Block(s): 4,Group(s): A,"Many important computational problems are difficult or impossible to solve exactly or optimally. For example,many optimization problems are NP-hard,some problems have inputs so large that exact algori...",Oral (30m),Pass 85.71%,Median 10,Average 9.58
NIGK21006U - SCIENCE,Aqueous Geochemistry,Master,ECTS: 7.5,Block(s): 1,Group(s): A,"The course attendants will:Learn basics of aqueous speciation, mineral-, gas-, and redox-equilibria, and adsorption-desorption processes.Evaluate water-rock interactions controlling inorganic aqueous ...",Written (4h),Pass 100%,Median 12,Average 10.73
NNEB19000U - SCIENCE,Arbejdsfysiologi 1 - kredsløb og energiomsætning,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,"Respiration, kredsløb og muskulær energiomsætning i hvile og under arbejde samteffekter af træning. ",ITX (3h),Pass 87.72%,Median 4,Average 4.97
NNEB19001U - SCIENCE,Arbejdsfysiologi 2 - endokrinologi og metabolisme,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): B,"Basal fysiologisk læring om gastrointestinal funktion, endokrinologi og integreret stofskifte. Ændringer i disse under fysisk aktivitet og adaptationer til fysisk træning – samt betydningen af disse æ...",ITX (3h),Pass 77.78%,Median 4,Average 4.5
NBIK14013U - SCIENCE,Arctic Biology,Master,ECTS: 7.5,Block(s): 4,Group(s): B,"The course focuses on a deeper understanding of the Arctic flora and fauna, how Arctic ecosystems are structured and respond to environmental drivers.Lectures run throughout the course and present bot...",Oral (25m),Pass 92.31%,Median 10,Average 8.69
NGEA09033U - SCIENCE,Arealanvendelse i globalt perspektiv,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): A,"Kurset giver en indføring i humane og naturvidenskabelige dimensioner af den globale arealanvendelse, primært relateret til land- og skovbrug men også med inddragelse af andre arealanvendelsestyper. K...",Assignment,Pass 84.21%,Median 7,Average 5.42
NFOK16002U - SCIENCE,Aroma - the Chemistry behind Odour,Master,ECTS: 7.5,Block(s): Summer,Group(s): A,"The course describes the role of aroma components in foods, and gives a thorough review of techniques for sampling and analysis of aroma. The relationship between the aroma profile and the sensory qua...",Oral (25m),Pass 92.31%,Median 10,Average 8.38
NFYB21005U - SCIENCE,Astrofysik og kosmologi,Bachelor,ECTS: 7.5,Block(s): 1,Group(s): C,"Kurset giver de studerende en grundlæggende introduktion til astrofysik (stjerner, planetsystemer, galakser) og kosmologien (universet som helhed inkl. en diskussion af fysikkens standardmodel).",Continuous Assesment,Pass 95.29%,Median N/A,Average N/A
NFYK12009U - SCIENCE,Astronomical Data Processing,Master,ECTS: 7.5,Block(s): 1,Group(s): A,"Standard processing techniques of generic astronomical imaging and spectroscopic data, and basic astrophysical measurements in photometry and spectroscopy.Fundamental instructions in processing of ast...",Assignment,Pass 89.47%,Median N/A,Average N/A
NNEB25000U - SCIENCE,Atletik og fysisk træning,Bachelor,ECTS: 7.5,Block(s): 1-2,Group(s): A,"Kurset omhandler atletik og fysisk træning.Centrale emner er:Praktisk udførelse af et repræsentativt udsnit af atletikkens discipliner (løb, spring og kast).Atletikdisciplinernes teori inkl. Biomekani...",Continuous Assesment,Pass N/A,Median N/A,Average N/A
NKEK25003U - SCIENCE,Atmospheric Chemistry,Master,ECTS: 7.5,Block(s): 4,Group(s): C,The course covers:PhotochemistryTropospheric chemistry (HOx NOx ROx SOx)Atmospheric Organics and new particle formationAerosol physicsField measurements and ModelingClimate Research and Innovation,Oral (30m),Pass N/A,Median N/A,Average N/A
LSLS20063U - SCIENCE,Bachelorprojekt (SLing),Bachelor,ECTS: 15,Block(s): 4,Group(s): B,Du vil i løbet af bachelorprojektperioden komme til at arbejde med følgende;Projektbeskrivelse Vejledning Midtvejsseminar Bachelorrapport,"Assignment
Oral (45m)",Pass 96.77%,Median 10,Average 8.32
LSLS10063U - SCIENCE,Bachelorprojekt (SLing),Bachelor,ECTS: 15,Block(s): 4,Group(s): B,Du vil i løbet af bachelorprojektperioden komme til at arbejde med følgende;Projektbeskrivelse Vejledning Midtvejsseminar Bachelorrapport,"Assignment
Oral (45m)",Pass N/A,Median N/A,Average N/A
LSLS10144U - SCIENCE,Bachelorprojekt (ULing),Bachelor,ECTS: 15,Block(s): 4,Group(s): B,Du vil i løbet af bachelorprojektperioden komme til at arbejde med følgende;Projektbeskrivelse Vejledning Midtvejsseminar Bachelorrapport,"Assignment
Oral (45m)",Pass 100%,Median 10,Average 9.45
NIGB14060U - SCIENCE,Bachelorvirksomhedsprojekt i landskabsarkitektur,Bachelor,ECTS: 15,Block(s): 1-4,Group(s): Other,"Bachelorvirksomhedsprojekt (BVP) er en individuel projektorienteret studieaktivitet, der udgøres af obligatorisk virksomhedspraktik på bacheloruddannelsen i landskabsarkitektur. BVP udføres i forbinde...",Oral (90m),Pass 100%,Median N/A,Average N/A
NPLB23000U - SCIENCE,Bæredygtig afgrødeproduktion,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): A," Kurset beskæftiger sig med konceptet ’afgrøde’ og hvordan en afgrøde udnytter markens vand, lys og næringsstoffer.Kurset omhandler ligeledes, hvordan afgrøder dyrkes og hvordan man sikrer en mere bær...",Written (4h),Pass 77.78%,Median 4,Average 5.13
NIGB20002U - SCIENCE,Bæredygtig naturressourceforvaltning,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): B,"Kurset giver en indføring i natur- og samfundsvidenskabelige aspekter af naturressourceforvaltning, idet der særligt lægges vægt på begreber som ’naturressourcer’, ’bæredygtighed’ og ’bæredygtig udvik...",Oral (20m),Pass 100%,Median 12,Average 10.73
LSLS10136U - SCIENCE,Bæredygtighed i grøn praksis,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): C,"Formålet med kurset er at klæde de studerende på til at diskutere bæredygtighed og beslægtede begreber, reflektere over hvordan bæredygtighed kan bidrage til værdiskabelse i forvaltning/virksomhed og ...",Oral (30m),Pass 100%,Median 10,Average 9.85
LSLS20176U - SCIENCE,Bæredygtighed og databearbejdning,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): B,"Kurset retter sig bredt mod skov- og landskabsingeniørstuderende, og andre studerende på Science mv. Gennem kurset arbejdes der med tre hovedelementer:Skovcertificering. Indføring i hvordan certificer...",Assignment,Pass N/A,Median N/A,Average N/A
LSLS10176U - SCIENCE,Bæredygtighed og databearbejdning,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): B,"Kurset retter sig bredt mod skov- og landskabsingeniørstuderende, og andre studerende på Science mv. Gennem kurset arbejdes der med tre hovedelementer:Skovcertificering. Indføring i hvordan certificer...",Assignment,Pass N/A,Median N/A,Average N/A
NBIB14025U - SCIENCE,Basal arktisk biologi,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): A,"Formålet med kurset er at give et bredt kendskab til det arktiske miljø og de organismer, som lever der. Indledningsvist fokuseres der på grundlæggende begreber og definitioner inden for temaerne land...",ITX (2h),Pass 100%,Median 8.5,Average 8.55
NNEB19009U - SCIENCE,Basal human fysiologi,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): B,"Kurset omhandler menneskets basale fysiologi. Følgende delelementer inddrages; Hjernen og centralnervesystemets anatomi og funktion, endokrinologi, kredsløbets opbygning og dets regulering, respiratio...",ITX (3h),Pass 92%,Median 4,Average 5.24
NNEB15001U - SCIENCE,Basal statistik i idrætsvidenskab,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): A,"Kurset begynder med de helt grundlæggende begreber inden for statistik: deskriptiv statistik af stikprøver vha. gennemsnit og medianer mm., samt principper for god datahåndtering. Dernæst vil kurset i...",ITX (4h),Pass 85.92%,Median 4,Average 4.94
NMAA05070U - SCIENCE,Basic Non-Life Insurance Mathematics (Skade1),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): C,"The course will give an overview of some important elements of non-life insurance, reinsurance and claims reserving: Models for claim numbers: the Poisson, mixed Poisson and renewal process. Stochas...",Written (3h),Pass 87.76%,Median 7,Average 7.22
NPLK15000U - SCIENCE,Basic Parasitology,Master,ECTS: 7.5,Block(s): 1,Group(s): C,"The course gives an introduction to the biology of parasitism, and the interactions between parasites and their hosts. Focus is on fundamental concepts in parasitology, for example the definition of p...",Oral (20m),Pass 92.31%,Median 10,Average 7.46
NFOK21002U - SCIENCE,Beer and Packaging Technology,Master,ECTS: 7.5,Block(s): 4,Group(s): A,The course gives a theoretical background and technological solutions for beer packaging. The following topics are covered in detail:Beer chemistry and analysis with laboratory exercisesPackaging tec...,Written (3h),Pass 100%,Median 10,Average 9
NIFK14031U - SCIENCE,Behavioural and Experimental Economics,Master,ECTS: 7.5,Block(s): 1,Group(s): A,Behavioral and Experimental Economics is increasingly becoming a more and more prominent field in economics and social science in general. This is illustrated by the fact that the Nobel Prize in Econo...,"Oral (20m)
ITX (2h)",Pass 100%,Median 12,Average 10.33
LNAB10060U - SCIENCE,Beplantningsdesign,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): A,"Kurset gennemgår, undersøger og udforsker problemstillinger om planteanvendelse herunder planteøkologi samt vegetationensudvikling i tid og rum. Med udgangspunkt i principper og teorier om plante- og ...",Assignment,Pass 73.68%,Median 4,Average 4.18
NNEK22000U - SCIENCE,Bevægelsespsykologi,Master,ECTS: 7.5,Block(s): 1,Group(s): C,Overordnede teoretiske fokuseringer:Bevægelsespsykologi og fænomenologisk inspireret bevægelsespædagogik. Aktuelle forskningstendenser.Overordnede teoretiske tilgange til det helhedsorienterede og båd...,"Oral (30m)
Assignment",Pass 94.44%,Median 12,Average 10.24
NPLK19000U - SCIENCE,Big Data in Biotechnology,Master,ECTS: 7.5,Block(s): 1,Group(s): C,This is an introductory course in large-scale data analysis. Many experimental procedures such as the various “-omics” techniques routinely employed within biotechnology produce vast amounts of data. ...,ITX (3h),Pass 94.05%,Median 7,Average 7.08
NDAK18001U - SCIENCE,Big Data Systems (BDS),Master,ECTS: 7.5,Block(s): 4,Group(s): C,The goal of this course is to give the participants an understanding of the technologies in computer systems for Big Data management. It covers both traditional methods used in parallel database syste...,"Assignment
Oral (20m)",Pass 100%,Median 10,Average 8.6
NNEK16003U - SCIENCE,Bioactive Food Components and Health,Master,ECTS: 7.5,Block(s): 2,Group(s): C,"This course contains a series of lectures and exercises followed by a group work assignment and mandatory student presentations before the exam. Lectures start with an introduction to the area, its ba...",Oral (20m),Pass 91.94%,Median 7,Average 7.3
NBIA04047U - SCIENCE,Biodiversitet (Biodiv),Bachelor,ECTS: 7.5,Block(s): 1,Group(s): C,"Biodiversitet bliver præsenteret som en økologisk fagdisciplin, der omhandler mønstre for arternes antal, hyppighed og fordeling over tidslige, rumlige og miljømæssige skalaer. Der opstilles og testes...",ITX (4h),Pass 93.88%,Median 7,Average 7.31
