course_id,title,level,length,timeslot,group,description,exam_type,pass_pct,median,mean,fail_pct
NGEA09033U - SCIENCE,Arealanvendelse i globalt perspektiv,Bachelor, 7.5,4, A,"Kurset giver en indføring i humane og naturvidenskabelige dimensioner af den globale arealanvendelse, primært relateret til land- og skovbrug men også med inddragelse af andre arealanvendelsestyper. K...",Assignment,Pass 84.21%, 7, 5.42,15.790000000000006
NFOK16002U - SCIENCE,Aroma - the Chemistry behind Odour,Master, 7.5,Summer, A,"The course describes the role of aroma components in foods, and gives a thorough review of techniques for sampling and analysis of aroma. The relationship between the aroma profile and the sensory qua...",Oral (25m),Pass 92.31%, 10, 8.38,7.689999999999998
NFYB21005U - SCIENCE,Astrofysik og kosmologi,Bachelor, 7.5,1, C,"Kurset giver de studerende en grundlæggende introduktion til astrofysik (stjerner, planetsystemer, galakser) og kosmologien (universet som helhed inkl. en diskussion af fysikkens standardmodel).",Continuous Assesment,Pass 95.29%, N/A, N/A,4.709999999999994
NFYK12009U - SCIENCE,Astronomical Data Processing,Master, 7.5,1, A,"Standard processing techniques of generic astronomical imaging and spectroscopic data, and basic astrophysical measurements in photometry and spectroscopy.Fundamental instructions in processing of ast...",Assignment,Pass 89.47%, N/A, N/A,10.530000000000001
LSLS20063U - SCIENCE,Bachelorprojekt (SLing),Bachelor, 15,4, B,Du vil i løbet af bachelorprojektperioden komme til at arbejde med følgende;Projektbeskrivelse Vejledning Midtvejsseminar Bachelorrapport,"Assignment
Oral (45m)",Pass 96.77%, 10, 8.32,3.230000000000004
LSLS10144U - SCIENCE,Bachelorprojekt (ULing),Bachelor, 15,4, B,Du vil i løbet af bachelorprojektperioden komme til at arbejde med følgende;Projektbeskrivelse Vejledning Midtvejsseminar Bachelorrapport,"Assignment
Oral (45m)",Pass 100%, 10, 9.45,0.0
NIGB14060U - SCIENCE,Bachelorvirksomhedsprojekt i landskabsarkitektur,Bachelor, 15,1-4, Other,"Bachelorvirksomhedsprojekt (BVP) er en individuel projektorienteret studieaktivitet, der udgøres af obligatorisk virksomhedspraktik på bacheloruddannelsen i landskabsarkitektur. BVP udføres i forbinde...",Oral (90m),Pass 100%, N/A, N/A,0.0
NPLB23000U - SCIENCE,Bæredygtig afgrødeproduktion,Bachelor, 7.5,4, A," Kurset beskæftiger sig med konceptet ’afgrøde’ og hvordan en afgrøde udnytter markens vand, lys og næringsstoffer.Kurset omhandler ligeledes, hvordan afgrøder dyrkes og hvordan man sikrer en mere bær...",Written (4h),Pass 77.78%, 4, 5.13,22.22
NIGB20002U - SCIENCE,Bæredygtig naturressourceforvaltning,Bachelor, 7.5,2, B,"Kurset giver en indføring i natur- og samfundsvidenskabelige aspekter af naturressourceforvaltning, idet der særligt lægges vægt på begreber som ’naturressourcer’, ’bæredygtighed’ og ’bæredygtig udvik...",Oral (20m),Pass 100%, 12, 10.73,0.0
LSLS10136U - SCIENCE,Bæredygtighed i grøn praksis,Bachelor, 7.5,2, C,"Formålet med kurset er at klæde de studerende på til at diskutere bæredygtighed og beslægtede begreber, reflektere over hvordan bæredygtighed kan bidrage til værdiskabelse i forvaltning/virksomhed og ...",Oral (30m),Pass 100%, 10, 9.85,0.0
NBIB14025U - SCIENCE,Basal arktisk biologi,Bachelor, 7.5,3, A,"Formålet med kurset er at give et bredt kendskab til det arktiske miljø og de organismer, som lever der. Indledningsvist fokuseres der på grundlæggende begreber og definitioner inden for temaerne land...",ITX (2h),Pass 100%, 8.5, 8.55,0.0
NNEB19009U - SCIENCE,Basal human fysiologi,Bachelor, 7.5,2, B,"Kurset omhandler menneskets basale fysiologi. Følgende delelementer inddrages; Hjernen og centralnervesystemets anatomi og funktion, endokrinologi, kredsløbets opbygning og dets regulering, respiratio...",ITX (3h),Pass 92%, 4, 5.24,8.0
NNEB15001U - SCIENCE,Basal statistik i idrætsvidenskab,Bachelor, 7.5,3, A,"Kurset begynder med de helt grundlæggende begreber inden for statistik: deskriptiv statistik af stikprøver vha. gennemsnit og medianer mm., samt principper for god datahåndtering. Dernæst vil kurset i...",ITX (4h),Pass 85.92%, 4, 4.94,14.079999999999998
NMAA05070U - SCIENCE,Basic Non-Life Insurance Mathematics (Skade1),Bachelor, 7.5,4, C,"The course will give an overview of some important elements of non-life insurance, reinsurance and claims reserving: Models for claim numbers: the Poisson, mixed Poisson and renewal process. Stochas...",Written (3h),Pass 87.76%, 7, 7.22,12.239999999999995
NPLK15000U - SCIENCE,Basic Parasitology,Master, 7.5,1, C,"The course gives an introduction to the biology of parasitism, and the interactions between parasites and their hosts. Focus is on fundamental concepts in parasitology, for example the definition of p...",Oral (20m),Pass 92.31%, 10, 7.46,7.689999999999998
NFOK21002U - SCIENCE,Beer and Packaging Technology,Master, 7.5,4, A,The course gives a theoretical background and technological solutions for beer packaging. The following topics are covered in detail:Beer chemistry and analysis with laboratory exercisesPackaging tec...,Written (3h),Pass 100%, 10, 9,0.0
NIFK14031U - SCIENCE,Behavioural and Experimental Economics,Master, 7.5,1, A,Behavioral and Experimental Economics is increasingly becoming a more and more prominent field in economics and social science in general. This is illustrated by the fact that the Nobel Prize in Econo...,"Oral (20m)
ITX (2h)",Pass 100%, 12, 10.33,0.0
LNAB10060U - SCIENCE,Beplantningsdesign,Bachelor, 7.5,4, A,"Kurset gennemgår, undersøger og udforsker problemstillinger om planteanvendelse herunder planteøkologi samt vegetationensudvikling i tid og rum. Med udgangspunkt i principper og teorier om plante- og ...",Assignment,Pass 73.68%, 4, 4.18,26.319999999999993
NNEK22000U - SCIENCE,Bevægelsespsykologi,Master, 7.5,1, C,Overordnede teoretiske fokuseringer:Bevægelsespsykologi og fænomenologisk inspireret bevægelsespædagogik. Aktuelle forskningstendenser.Overordnede teoretiske tilgange til det helhedsorienterede og båd...,"Oral (30m)
Assignment",Pass 94.44%, 12, 10.24,5.560000000000002
NPLK19000U - SCIENCE,Big Data in Biotechnology,Master, 7.5,1, C,This is an introductory course in large-scale data analysis. Many experimental procedures such as the various “-omics” techniques routinely employed within biotechnology produce vast amounts of data. ...,ITX (3h),Pass 94.05%, 7, 7.08,5.950000000000003
NDAK18001U - SCIENCE,Big Data Systems (BDS),Master, 7.5,4, C,The goal of this course is to give the participants an understanding of the technologies in computer systems for Big Data management. It covers both traditional methods used in parallel database syste...,"Assignment
Oral (20m)",Pass 100%, 10, 8.6,0.0
NNEK16003U - SCIENCE,Bioactive Food Components and Health,Master, 7.5,2, C,"This course contains a series of lectures and exercises followed by a group work assignment and mandatory student presentations before the exam. Lectures start with an introduction to the area, its ba...",Oral (20m),Pass 91.94%, 7, 7.3,8.060000000000002
NBIA04047U - SCIENCE,Biodiversitet (Biodiv),Bachelor, 7.5,1, C,"Biodiversitet bliver præsenteret som en økologisk fagdisciplin, der omhandler mønstre for arternes antal, hyppighed og fordeling over tidslige, rumlige og miljømæssige skalaer. Der opstilles og testes...",ITX (4h),Pass 93.88%, 7, 7.31,6.1200000000000045
NIGK18000U - SCIENCE,Biodiversity in Managed Forests,Master, 7.5,1, B,Now and in the future there will be an increasing focus on forest production and possible interplay with biodiversity. The course will present knowledge on how different forest management practices an...,"Oral
Assignment",Pass 93.33%, 10, 8.27,6.670000000000002
LNAK10099U - SCIENCE,Biodiversity in Urban Nature,Master, 7.5,1, A,"WHY Biodiversity in Urban Nature (BUN): Obligations to international conventions, ecosystem services close to everyday life and reconnection with nature in cities, e.g. psychosocial effects, education...","Assignment
Oral (25m)",Pass 100%, 10, 9.61,0.0
NBIK10005U - SCIENCE,Bioinformatics Project 1,Master, 7.5,1-4, Other,The exact content is decided with the supervisor.,Oral (45m),Pass 100%, 10, 10.2,0.0
NBIK10008U - SCIENCE,Bioinformatics Project 2,Master, 7.5,1-4, Other,The exact content is decided with the supervisor.,Oral (45m),Pass 100%, N/A, N/A,0.0
NPLB24004U - SCIENCE,Bioinformatik: metoder og anvendelse,Bachelor, 7.5,1, A,Anvendelse af bioinformatiske metoder er nødvendig for brug af biologiske data i bioteknologi. I dag er bioinformatik en integreret del af bioteknologi på universiteter og i biotekfirmaer.Kurset giver...,ITX (3h),Pass 100%, 7, 8.1,0.0
NBIA04003U - SCIENCE,Biokemi,Bachelor, 7.5,2, C,"Introducerende teoretisk kursus i biokemi med hovedvægt på det basale stofskifte. Emnerne er glykolyse, glykoneogenese, pentosephosphatreaktioner, glykogenmetabolisme, citronsyrecyklus, oxidativ phosp...",ITX (3h),Pass 100%, 10, 8.58,0.0
LKEB10077U - SCIENCE,Biokemi 1,Bachelor, 7.5,1, A,"Følgende emner behandles teoretisk:Kurset giver grundlæggende viden om biokemi ved overbygning på viden fra de grundlæggende kemikurser. Introduktion til struktur og funktionalitet af proteiner, herun...",ITX (4h),Pass 82.47%, 4, 5.09,17.53
NPLB14031U - SCIENCE,Biokemi 2,Bachelor, 7.5,2, C,Kurset giver en dybdegående teoretisk indføring i organismers biokemi med hovedvægt på den integrerede metabolisme i højere organismer. Kurset giver endvidere praktisk erfaring med en række biokemiske...,ITX (4h),Pass 100%, 8.5, 8.06,0.0
NBIB24003U - SCIENCE,Biokemi for bioinformatikere,Bachelor, 7.5,2, A,"De basale træk af biokemien behandles. Emnerne er biomolekyler (proteiner og nukleinsyrer) og lavmolekylære forbindelsers (metabolitters) struktur og basale kemiske egenskaber, og deres relation til c...",Oral (20m),Pass 96.43%, 10, 9,3.569999999999993
NPLB16000U - SCIENCE,Biokemi for naturressourcer,Bachelor, 7.5,3, C,Kurset giver grundlæggende viden om biokemi ved repetition og overbygning på viden fra de grundlæggende kemikurser. Kurset henvender sig især til Naturressource-studerende med specialiseringerne Plant...,Oral (20m),Pass 80.95%, 10, 8,19.049999999999997
NPLK17000U - SCIENCE,Biological Imaging,Master, 7.5,4, C,"This course will introduce to all important modalities of advanced biological and biomedical imaging using photons, electrons, X-rays and neutrons, available in the Øresund region in core facilities a...",Written (3h),Pass 91.3%, 10, 10.52,8.700000000000003
NFYA09016U - SCIENCE,Biological Networks (BioNet),Bachelor, 7.5,2, C,"This course should give the student an understanding of life as a physical system. A system that can be modeled in much the same way as classical physics systems, but with the additional complications...",Oral (25m),Pass 82.35%, 10, 7.35,17.650000000000006
NBIA05008U - SCIENCE,Biological Sequence Analysis,Master, 7.5,1, C,"The course covers the fundamental theoretical background for biological sequence analysis as well as applications of the methods, which are learned through homework and exercises. The topics includeAl...",Oral (30m),Pass 87.23%, 7, 7.32,12.769999999999996
NNDB12001U - SCIENCE,Biologisk videnskabsteori (VtBio),Bachelor, 7.5,3, A,"Biologisk videnskabsteori har som formål:at være det sted i bachelorstudiet, hvor den studerende får tid og redskaber til at reflektere over biologien som fag og videnskab.give den studerende indsigt ...",ITX (3h),Pass 97.33%, 7, 6.42,2.6700000000000017
NBIB10011U - SCIENCE,Biologiske forsøg: Design og analyse (Bioforsøg),Bachelor, 7.5,1, A,"Hvis du tænker på eksperimentelt biologisk arbejde i felt eller laboratorium, eller hvis du skal vurdere data vedr. miljøforandringer eller i naturforvaltningen – så er dette kurset for dig. Ethvert a...",Oral (20m),Pass 100%, 10, 8.67,0.0
NKEB21002U - SCIENCE,Bioorganisk Kemi,Bachelor, 7.5,3, B,Formålet med kurset er at give en grundlæggende forståelse for bioorganisk kemi med sigte på medicinalkemi.Kurset introducerer grundlæggende bioorganiske begreber med fokus på bioorganiske forbindelse...,Written (4h),Pass 70.21%, 7, 6.36,29.790000000000006
NFYK15006U - SCIENCE,Biophysics of Cells and Single Molecules,Master, 7.5,1, B,"This course offers a comprehensive introduction to the fascinating interplay between physical forces, cell mechanics, and single-molecule dynamics, with an emphasis on bridging experimental biophysics...",Oral (25m),Pass 100%, 10, 10.17,0.0
NFOK24000U - SCIENCE,Bioprocess Engineering,Master, 7.5,1, A,This course will provide an engineering understanding of processes in biobased production. Students will get an understanding of key unit operations for typical industrial applications within the bios...,Oral (20m),Pass 100%, 12, 9.4,0.0
NIGK21037U - SCIENCE,"Biorefinery – From Plants to Bioenergy, Biochemicals, Biomaterials, and High Value Products",Master, 7.5,2, B,“What are the building blocks that plants are made of and how can we deconstruct their complex structures to convert them into sustainable products?” This is the main question that will be addressed i...,"ITX (4h)
Continuous Assesment",Pass 100%, 10, 9.78,0.0
NPLK24003U - SCIENCE,Biosolutions in Industrial Application,Master, 7.5,1, C, This course will introduce to the terminology and definition of biosolutions to give a common understanding.  The students will be introduced to basic concepts and terms in the field. Biosolutions us...,Oral (20m),Pass 100%, 12, 10.6,0.0
